Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
20414,Australia,"Full and lush in the mouth, Grant Burge's 10 Year Old is incredibly easy to drink. The toffee and dried fruit notes are lively and fresh, accented by a hint of peppery spice on the finish. A nice change up for those used to tawny Port.",10 Year Old Oak Matured Port Wine,89,30,South Australia,Barossa,,Port,Grant Burge
20481,Australia,"The Tadpole Shiraz is Gemtree's entry-level offering, but it's still a fine effort, with predominantly plummy flavors, but enough of a savory edge to keep it from being simply jammy. Tannins are creamy-soft, making for immediate accessibility. Drink now.",Tadpole,89,14,South Australia,McLaren Vale,,Shiraz,Gemtree
20484,Australia,"Rich and sweet, with raisin and mushroomy notes and a fair bit of rancio character. Long and sticky on the finish.",Grand,89,40,Victoria,Rutherglen,,Muscat,Seppeltsfield
20534,Australia,"This is an average of 21 years old, making it the rough equivalent of a 20-year-old tawny Port, but in a softer, fruitier style. Brown sugar and baking spices mark the nose, followed by flavors of fig, date, cinnamon and walnut. It's full bodied and richly concentrated, spicy and warming on the finish.",Old Boys Very Old Fine Tawny,89,37,Australia Other,South Eastern Australia,,Port,De Bortoli
20539,Australia,"Starts off with scents of smoke and yellow plums, then folds in flavors of toasted marshmallow and peach on the palate. This is a medium- to full-bodied Chardonnay that manages to be ripe yet cool and reasonably structured at the same time. It should drink well for the next few years.",Sexton Vineyard,89,35,Victoria,Yarra Valley,,Chardonnay,Giant Steps
20541,Australia,"A pale tawny in color, this complex sweet wine features notes of honey, fig and citrus. It's silky in texture, even if the alcohol does show through a bit on the finish.",Museum Reserve Antique Tawny,89,19,South Australia,South Australia,,Port,Yalumba
20548,Australia,"Brick in color, turning tawny at the rim, this plump blend of a half-dozen grape varieties displays ample complexity in its notes of caramelized nuts, dried cherries and baking spices. It's a pleasant post-dinner drink, with just the right touch of tannins remaining on the finish.",Old Codger Fine Old Tawny,89,18,Australia Other,Australia,,Port,Dutschke
20580,Australia,"In keeping with winemaker Steve Webber's moderate-alcohol, food-friendly style, this 2008 is medium in weight, with a silky-textured finish. Although labeled as Shiraz-Viognier, the Viognier component isn't really apparent in the wine, which features more classic Shiraz notes of tar, beef and tapenade. Drink it over the next several years.",Estate Grown,89,36,Victoria,Yarra Valley,,Shiraz-Viognier,De Bortoli
20597,Australia,"A nicely balanced, easy-drinking tawny, with scents of toffee, dried fruit and nuts, with flavors that still retain a hint of cherries to go with the caramel-like sweetness. This hides its alcohol well, finishing with a sensation of fresh, lipsmacking fruit.",8 Year Old Tawny,88,26,Australia Other,South Eastern Australia,,Port,De Bortoli
20658,Australia,"A lively, balanced wine at an accessible price point, Marquee's 2008 Signature Chard boasts aromas of smoke, vanilla and stone fruit and flavors that follow along similar lines, with white peach and pineapple coming to the fore. Drink nowÇ??2012.",Signature,88,15,Victoria,Yarra Valley,,Chardonnay,Marquee
20713,Australia,"This is a mature example of Hunter Shiraz, showing the leathery notes that made the region famous, combined with hints of cinnamon, clove and dried cherries. It's soft, velvety and ready to drink, whereas the 2005 appears to have greater potential ahead of it.",Kester,88,,New South Wales,Hunter Valley,,Shiraz,Keith Tulloch
20716,Australia,"Marked by violet-like scents and touches of pepper-cured meat, this is an intriguing Shiraz. It's full bodied and creamy in texture, with flavors of blackberry liqueur and licorice. Its only failing is that it seems to fade a bit quickly on the finish. Drink this luscious Shiraz over the next year or two.",Signature,88,20,South Australia,McLaren Vale,,Shiraz,Marquee
20774,Australia,"For a vintage-style fortified, this wine's color is appropriately intense and dark, but the tannins are somewhat tame. Hints of mint and chocolate pop up, adding modest complexity, but the bold cassis and plum fruit is framed instead by its crisp acids, suggesting a rather early drinking window, perhaps 2013Ç??2020 or so.",Vintage Declared,88,40,South Australia,McLaren Vale,,Port,D'Arenberg
20775,Australia,"This is a bit chunkier and less suave than De Bortoli's more expensive estate bottled Shiraz-Viognier, but it's still a very nice wine. Peppery spice marks the nose, while the flavors feature a nice blend of plum with savory notes of coffee and black olives. Drink nowÇ??2015.",Gulf Station,88,20,Victoria,Yarra Valley,,Shiraz-Viognier,De Bortoli
20776,Australia,"De Bortoli continues to turn out highly restrained Chardonnays from its own Yarra Valley vineyards. This is lean and crisp, with smoke accenting pear and pineapple fruit. Pretty unique among Australian examples, but exemplifying winemaker Steve Webber's approach.",Reserve Release,88,45,Victoria,Yarra Valley,,Chardonnay,De Bortoli
20838,Australia,"From a cooler region than its Bin 28 stablemate, Penfolds' 2007 Bin 128 is a medium-bodied Shiraz that features touches of peppery spice, raspberry-cherry fruit and a darker edge of chocolate and coffee. The tannins are supple without being soft, giving this a drinking window that should extend through 2017 or so.",Bin 128,88,26,South Australia,Coonawarra,,Shiraz,Penfolds
20842,Australia,"A young (average age 5 years) tawny sourced from the Riverlands, this makes for a tasty and affordable after-dinner drink. There's some berry fruit remaining, but also touches of honey, caramel and molasses. It's very supple and smooth in the mouth, yet finishes on a slightly earthy or savory note, which keeps it from being cloying.",Classic Tawny,88,15,South Australia,South Australia,,Port,Patritti
20856,Australia,"Petit Verdot is a character actor who's never really grabbed the spotlight for itself, but makes an interesting appearance now and again. This McLaren Vale example is oaky but backed by ample plum and cassis fruit and framed by tannins that seem soft for the variety. Cedar and spice come through on the finish. Drink now.",The Phantom,88,20,South Australia,McLaren Vale,,Petit Verdot,Gemtree
20860,Australia,"Wakefield is a reliable producer of Clare Valley wines, and the Chard is no exception. Toasted nuts mingle easily alongside grilled pineapple and peach notes, and the almost plush texture of this wine gives it another dimension. Contains 4% Viognier. Drink now.",,88,17,South Australia,South Australia,,Chardonnay,Wakefield Estate
20865,Australia,"This medium- to full-bodied Shiraz features a welcoming mix of mulberries and vanilla, overtaken by cedary flavors on the finish, where the fruit turns crisp. A slab of charred steak would match the woody notes nicely. Drink nowÇ??2013.",Shotfire,88,24,South Australia,Barossa,,Shiraz,Thorn Clarke
20868,Australia,"Bold and flavorful, this cool-climate Chard rocks with straightforward fruity notes of pear, peach and pineapple. It's medium in body, reined in by bright acids on the tart, citrusy finish.",,88,,Tasmania,Tasmania,,Chardonnay,42?¯S
20877,Australia,"Creamy in texture and deceptively easy to drink, this Barossa Shiraz features a veneer of baking spices and vanilla layered over a fruity foundation of ripe blueberries. Drink it over the next several years.",,88,16,South Australia,Barossa Valley,,Shiraz,Earthworks
20879,Australia,"A bit austere, with an astringent edge, this requires pairing with rare beef or lamb to show its best. There's a lifted, slightly floral aspect to the aromas, followed by crisp cherry fruit and a dusting of firm tannins. Drink now, but this also could be a wine that makes for a pleasant surprise in 4Ç??5 years.",Deen De Bortoli Vat 4,88,13,Australia Other,South Eastern Australia,,Petit Verdot,De Bortoli
20988,Australia,"Blended to an average of five years of age, this wine is a soft, easy-drinking Australian tawny, with subtle nutty aromas and flavors of orange zest and caramel.",Cellar No. 7 Tawny,87,25,South Australia,South Australia,,Port,Seppeltsfield
21034,Australia,"Named for the practice of aging the Shiraz on Chardonnay lees, Gemtree's 2007 White Lees features plenty of plummy fruit and vanilla oak, with enough savoriness to keep it in check. It's a full-bodied effort with soft tannins and a slightly warming finish. Drink now.",White Lees,87,32,South Australia,McLaren Vale,,Shiraz,Gemtree
21046,Australia,"Crisper and tighter than most other Australian Chards in this bracket, this value-priced offering from McWilliams features ample flavors of pear, citrus and toasty hints of wood. Drink now.",,87,11,Australia Other,South Eastern Australia,,Chardonnay,McWilliam's Hanwood Estate
21049,Australia,"Yering Station makes a regular Chardonnay and a Reserve Chardonnay as well; this is its entry-level Chard, and quite a good one. Bright pineapple notes and a hint of grilled fruit are clean and fresh if somewhat straightforward in this medium-bodied wine. Drink now.",Little Yering,87,13,Victoria,Yarra Valley,,Chardonnay,Yering Station
21158,Australia,"This blend of Petit Verdot (40%), Grenache (29%), Shiraz (29%) and Mataro (2%) ends up being a pleasing recipe at an even more pleasing price. Mulberry, plum and vanilla flavors emerge from the glass, while the mouthfeel is full and lush. Probably best over the next year or so.",Ass Kisser Fine Red Wine,87,10,South Australia,South Australia,,Red Blend,Rocland Estate
21172,Australia,"Full bodied, lush and slightly liquorous in style, the 2008 Footbolt is also packed with peppery, slightly herbal blackberry fruit. There's also a hint of menthol. Drink it over the next 12 months.",The Footbolt,87,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
21173,Australia,"Searching for New World Chardonnay that's restrained, crisp and only 12% abv? Steve Webber at De Bortoli is your man. This medium-bodied Chardonnay displays a hint of custard to its texture, while the flavors are citrus driven and refreshing.",Estate Grown,87,30,Victoria,Yarra Valley,,Chardonnay,De Bortoli
21271,Australia,"A medium-bodied wine with gentle tannins, this is a savory offering, with notes of plum, meat, tapenade and peppery spices accented by cedary oak, particularly apparent on the mouth-watering finish. Drink nowÇ??2015.",,87,20,Victoria,Victoria,,Shiraz-Viognier,Innocent Bystander
21297,Australia,"Starts off rather Rh??nish, with hints of white pepper and grilled meat, then offers tart cherry fruit on the palate, accented by those same savory elements. The tannins are modest but silky, and the acids turn up while the flavors thin out just a bit on the finish. Drink nowÇ??2014.",Cliff Edge,87,18,Victoria,Victoria,,Shiraz,Mount Langi Ghiran
21340,Australia,"On the lean, citrusy side, but the flavors of pineapple and lemon are married to hints of vanilla and smoke for added complexity. Could use a touch more flesh, but some will enjoy the crispness.",Citrine,86,17,South Australia,McLaren Vale,,Chardonnay,Gemtree
21341,Australia,"Fullish and broad in the mouth without going overboard, this is textbook Chardonnay with mass appeal. Peach and vanilla flavors persist nicely on the finish, pointed up with finely judged acids. Drink now.",,86,8,Australia Other,South Eastern Australia,,Chardonnay,Jacob's Creek
21395,Australia,"Clancy's is a reliable Barossa blend that in 2008 is 50% Shiraz, 34% Cabernet Sauvignon and 16% Merlot. It's a supple wine, the bright cherry fruit framed by tart acids rather than firm tannins. Drink it over the next couple of years.",Clancy's Shiraz-Cabernet Sauvignon-Merlot,86,17,South Australia,Barossa,,Red Blend,Peter Lehmann
21404,Australia,"A medium-bodied Rutherglen Muscat, lacking the richness and complexity of old examples, but offering raisin and orange zest flavors and admirable freshness.",Cellar No. 9,86,25,Victoria,Rutherglen,,Muscat,Seppeltsfield
21468,Australia,"Bursting with bold, fully ripe fruit notes of pear and peach, followed up with tropical notes, this is a lush fruit bomb of a Chardonnay to drink over the near term (3Ç??4 months).",Flying Piano Hand Select,86,11,Australia Other,South Eastern Australia,,Chardonnay,Ozwell Vintners
21543,Australia,"Duval used to make Grange, so it is no surprise that his current luxury Shiraz is so successful. The 2008 Eligo oozes with oaky sweetnessÇ??vanilla, maple syrup and brown sugar notesÇ??but balances that with potent cassis fruit and somehow ends on dry, savory notes of tobacco and spice. Drink now-2018, although it could surprise and go longer.",Eligo,94,100,South Australia,Barossa,,Shiraz,John Duval Wines
21583,Australia,"Citrus and pear notes lead the way in this bargain-priced Chardonnay from Down Under. It's reasonably tight and crisp for a wine in this bracket, carrying hints of well integrated vanilla through the lemony finish. Drink now.",,85,9,Australia Other,South Eastern Australia,,Chardonnay,St. Kilda
21586,Australia,"A boldy flavored, tropical-fruit-laden wine that brings back memories of the late '80s Chards that helped put Australia on America's wine map, for style and price. Amply textured, with mouthwatering peach and mango notes. Drink now.",,85,8,Australia Other,South Eastern Australia,,Chardonnay,Queensgate
21630,Australia,"Pineapples, pears and citrus fruits fall over each other in this soft, fruit-driven Chardonnay. It's medium in body, with just enough citrus on the finish to keep it together. A solid effort, especially for the price.",Reserve,85,12,Australia Other,South Eastern Australia,,Chardonnay,Yellow Tail
21637,Australia,"This blend of 45% Grenache, 28% Shiraz and 27% Mourv??dre does show a trace of heat in its finish, but is otherwise a pleasant, medium-bodied sipper at a realistic price. Tart, slightly minty cherries feature undercurrents of chocolate and coffee, turning crisp and lemony on the finish. Drink now.",GSM Grenache-Shiraz-Mourv??dre,85,10,South Australia,South Australia,,Rh??ne-style Red Blend,Oxford Landing
21648,Australia,"Although still a respectable effort, this is a weak link in the Buller arsenal of fortifieds, with a minty, slightly medicinal edge to the modest berry fruit and dark, earthy undercurrents. Turns tart and crisp on the finish.",Premium Fine Tawny,85,15,Victoria,Victoria,,Port,R.L. Buller & Son
21651,Australia,"Known more for its red wines, Wolf Blass nevertheless makes a creditable Chardonnay for $12. hints of vanilla and toasted almond mark the nose, while the fruit flavors veer toward citrus and stay there, turning lemony on the finish.",Yellow Label,85,12,South Australia,South Australia,,Chardonnay,Wolf Blass
21661,Australia,"Full-bodied and richly textured, with Penfolds' hallmark weight and structure on full display, the 2008 RWT shows a touch of the vintage's characteristic warmth, but only a touch. The cassis and blackberry fruit is plush, velvety and superripe, ending with hints of tobacco, mint and vanilla. It should drink well for at least a decade.",RWT,93,150,South Australia,Barossa Valley,,Shiraz,Penfolds
21667,Australia,"A perennial favorite, Wakefield's St. Andrews bottling shows how good certain parts of Clare can be for Cabernet Sauvignon. The 2006 displays a masterful blend of cedar, chocolate, mocha, cassis, baking spices and leather, all wrapped in an elegant coat of dusty but supple tannins. Drink 2015Ç??2025.",St. Andrews,93,50,South Australia,Clare Valley,,Cabernet Sauvignon,Wakefield Estate
21674,Australia,"Full-bodied and lush in style, with aromas of cherries and spice. On the palate, it delivers waves of fresh fruit and hints of cocoa, but also enough complexity to hold your interest before finishing on a long, mouthwatering note. Drink nowÇ??2016.",Romas,93,75,South Australia,Clarendon,,Grenache,Clarendon Hills
21690,Australia,"Lean and crisp in style, this is citrusy through and through. Although a bit one-dimensional, it's clean and refreshing, with a pleasantly affordable price tag.",,85,11,South Australia,Barossa,,Chardonnay,Peter Lehmann
21772,Australia,"Yalumba's 2008 Y Series Shiraz-Viognier is a very quaffable, light- to medium-bodied effort, with only a faint dusting of silky tannins. Flavors of cherry, mint and a hint of cracked pepper finish clean and fresh. Drink now.",Y Series,84,10,South Australia,South Australia,,Shiraz-Viognier,Yalumba
21802,Australia,"Depending on the vintage, any of Clarendon Hills' Grenaches can excel. In 2008, Kangarilla offers a lovely texture somewhere between fine silt and silk. Brandied cherries give an impression of warmth, balanced by herbal nuances and reined in by that fine-grained texture. Drink nowÇ??2015.",Kangarilla,92,50,South Australia,Clarendon,,Grenache,Clarendon Hills
21853,Australia,"Winemaker Daryl Groom has crafted an expansive Shiraz that's full bodied and lushly textured but not unstructured. Flavors of blackberry and mocha weave in and out with notes of cola, chocolate and black olive on the softly lingering finish. Drink nowÇ??2018.",,92,38,South Australia,Barossa Valley,,Shiraz,Groom
21905,Australia,"This full-bodied, creamy-textured Shiraz from the Lyndoch subregion of the Barossa starts off with vanilla, raspberries and a dusting of confectioner's sugar, but turns darker and more savory with air, adding dark berry and hickory notes. The long finish is richly textured, yet simultaneously marked by crisp acids.",Miamba,92,28,South Australia,Barossa,,Shiraz,Grant Burge
21984,Australia,"Full bodied and richly tannic, Lehmann's 2006 Mentor is dark, chocolaty and intense, with further nuances of cassis and cigar box. The finish is chewy and juicy, simultaneously drying and mouthwatering. Drink 2015Ç??2023.",Mentor,92,38,South Australia,Barossa,,Cabernet Sauvignon,Peter Lehmann
22020,Australia,"A blend of 69% Cabernet and 31% Shiraz, Yalumba's 2004 The Reserve is still firm and dusty on the finish, suggesting at least another 2Ç??3 years of cellaring are warranted. Cassis, caramel, earth and vanilla notes are all nicely integrated into a cohesive whole, with the result being a dark, chocolaty wine that's savory as much as it is fruity.",The Reserve,92,125,South Australia,Barossa,,Cabernet Sauvignon-Shiraz,Yalumba
22027,Australia,"A terrific value, the 2009 Killerman's Run Shiraz is full bodied, creamy in texture and endowed with a long, velvety finish. The dark berry-black cherry fruit is big, but balanced by notes of cedar, mocha, chocolate and vanilla. Drink it over the next few years.",Killerman's Run,91,20,South Australia,South Australia,,Shiraz,Kilikanoon
22029,Australia,"A superb value, this wine's weighty presence and rich texture convey the warmth of the Barossa without ever stepping over into overripeness. Instead, it delivers mixed berry fruit, peppery spice and overtones of vanilla and chocolate. Drink now and over the next few years.",Cat Amongst the Pigeons Nine Lives,91,20,South Australia,Barossa,,Shiraz,Rosedale Wines
22047,Australia,"Interestingly, Sidewood's 2008 Reserve Shiraz comes in considerably lower in alcohol than the regular bottling. It features a complex interplay of herb, spice and olive that gives it a stylistic resemblance resemblance to northern Rh??ne Syrahs. The tannins are silky, the finish long and balanced. Drink nowÇ??2018.",Reserve,91,24,South Australia,Adelaide Hills,,Syrah,Sidewood
22087,Australia,"Soft and lush, this is a decadent mouthful of blackberries and plums framed by ample vanilla. It's balanced, in its own open-knit, easy-drinking style, with a sexy, drink-me-now immediacy that some may find too obvious.",Bishop,91,36,South Australia,Barossa Valley,,Shiraz,Glaetzer
22096,Australia,"The 2009 Shirazes from South Australia have been grading out well, and Shingleback's is no exception, representing an excellent value. It's dense and jammy, with rich black cherry fruit framed by oaky notes of baking spices and cocoa. This intense, extracted wine can stand up to hearty braises or stews.",,91,20,South Australia,McLaren Vale,,Shiraz,Shingleback
22107,Australia,"It's slightly oversized to be truly a classic representation of Coonawarra Cabernet, but this wine still punches all the buttons, from cassis and cedar to mint and earth. It's firmly structured, with a finish that manages to be dry, velvety and mouthwatering, all at the same time. Drink nowÇ??2020.",Reserve Estate Grown,91,50,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
22108,Australia,"This ripe Grenache is full-bodied and fruit-driven, but seems to have the stuffing to last at least 3Ç??4 years. Cherry-berry flavors are punched up by herb and spice shadings that linger on the finish.",Bush Vine,91,29,South Australia,McLaren Vale,,Grenache,Chapel Hill
22109,Australia,"Featuring some dusty tannins on the finish, this is fairly structured for Aussie Grenache. Dried herbs and dried cherries are balanced by hints of dusty earth on the long finish. Drink 2013Ç??2017.",Blewitt Springs,91,50,South Australia,Clarendon,,Grenache,Clarendon Hills
22159,Australia,"A perfect recreational player's drive, right down the middle of the fairway, this wine neatly splits the range of flavors between savory and fruity, blending meaty, olive notes with mixed berries and vanilla. Long and lushly textured on the finish, like velvet. Drink nowÇ??2020.",Estate Grown,91,22,South Australia,McLaren Vale,,Shiraz,Coriole
22160,Australia,"A brutish, muscular style of Shiraz, filled with intense notes of plum and tar and accented by hints of coconut and vanilla. Yet for all its concentration and richness, the finish is surprisingly elegant. Drink nowÇ??2018.",The Vicar,91,65,South Australia,McLaren Vale,,Shiraz,Chapel Hill
22165,Australia,"An excellent value, the 2008 Gold Label Shiraz is a full-bodied, powerfully built wine, filled out by cassis, chocolate and tobacco flavors. It's long and velvety on the finish, not just an upfront powerhouse. Drink nowÇ??2020.",Gold Label,91,25,South Australia,Barossa,,Shiraz,Wolf Blass
22228,Australia,"A concentrated, intense wine, filled with cherry-berry fruit and more than a hint of vanilla. It's tart and edgy, with some firm tannins on the finish, so hold it another 12 months and then drink it over the next 5Ç??6 years.",,90,18,South Australia,Adelaide Hills,,Syrah,Sidewood
22261,Australia,"A good value in New World Cabernet, with supple, silky tannins framing cassis fruit that's just starting to show some evolution toward cedar, leather and earth. Lingering vanilla and a burst of tart berries mark the finish. Drink nowÇ??2018.",,90,20,South Australia,Padthaway,,Cabernet Sauvignon,Morambro Creek
22275,Australia,"An intense, flavorful rendition of Sauvignon Blanc, this is grapefruity from start to finish, balanced by slightly riper notes of pineapple and a custardy richness to the wine's texture. Pair it with bold fish dishes over the next 6Ç??9 months.",Omrah,90,15,Western Australia,Great Southern,,Sauvignon Blanc,Plantagenet
22276,Australia,"This Shiraz does a nice job of balancing its fruit-sweet characters of blackberry and blueberry with savory elements of herbs and green olives. It's full-bodied, warm and creamy-textured, with a warm, chocolaty finish. Drink it now and over the next few years.",Red Silk,90,20,South Australia,McLaren Vale,,Shiraz,Oliverhill
22284,Australia,"Sure, this wine is full bodied and lush, filled with ripe raspberry fruit, but there is also a sense of underlying structure, and some lovely herb-spice complexities, like rhubarb, cedar, cinnamon, vanilla and cracked pepper. Drink it over the next 2Ç??3 years.",Lights Out,90,20,South Australia,Barossa Valley,,Shiraz,Ross Estate
22325,Australia,"Penley's 2009 Phoenix offers classic cassis fruit, shored up by hints of mocha, vanilla and menthol. It's medium to full bodied, powerful yet elegant, with tannins that are firm but not unapproachable. Drink nowÇ??2020.",Phoenix,90,20,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
22334,Australia,"Expansive, round and supple in the mouth, this Shiraz features lush raspberry fruit, framed by vanilla oak. There's a tart edge to the finish, providing a solid sense of balance to the lingering warm, chocolaty notes. Drink now.",Entity,90,40,South Australia,Barossa,,Shiraz,John Duval Wines
22382,Australia,"Cedar, chocolate and cherry are the main players, with hints of alfalfa adding a modicum of complexity. It's full bodied, round and warm, with tannins that seem firmer than many in this price category, making it a good steakhouse red. Drink it now and over the next several years.",Jester,90,21,South Australia,McLaren Vale,,Shiraz,Mitolo
22390,Australia,"An excellent value, the 2010 Shotfire Shiraz offers bold, punched-up cherry-berry fruit framed by hints of vanilla, dried herbs and cracked pepper. It's a big wine that's reasonably creamy in texture, with plenty of mouthcoating flavor on the finish. Drink it over the next few years.",Shotfire,90,22,South Australia,Barossa,,Shiraz,Thorn Clarke
22391,Australia,"Pronto red is 77% Grenache, with the remainder a blend of Touriga Nacional (11%), Syrah (7%) and Monastrell (5%). It starts off with leather and spice, then folds in cherries and licorice. It's full-bodied, round and slightly warm, with a supple, spice-driven finish. Drink now-2015.",Pronto,90,69,South Australia,Adelaide,,Red Blend,S.C. Pannell
22396,Australia,"Nicely rounded in texture without being flabby, this is a lively, crisp white wine, well endowed with flavors reminiscent of melon, pear and lime. Perfect to drink now with most seafood dishes, or as an ap??ritif.",Doctoressa di Lago Single Site,90,15,South Australia,Fleurieu Peninsula,,Pinot Grigio,Zonte's Footstep
22403,Australia,"This wine almost quivers with freshness when first sniffed, it's so vibrant and citrusy. Then it broadens out nicely on the palate, delivering ripe melon and apple flavors and ample weight. Drink it now and over the next few months.",,89,23,South Australia,Kangaroo Island,,Pinot Gris,Hazyblur
22406,Australia,"Kilikanoon's 2008 M features bold berry fruit, lashings of vanilla and a bit of eucalyptus on the nose, followed up by rich blackberry and vanilla flavors. It's a full-bodied wine that nevertheless turns crisp and edgy on the finish. Drink nowÇ??2018.",M Reserve,89,70,South Australia,McLaren Vale,,Shiraz,Kilikanoon
22444,Australia,"Not the darkest, biggest or richest Shiraz to ever come out of Australia, this is nevertheless a delightful wine. A green peppercorn note accents red raspberry and cherry fruit, with just a hint of vanilla in the background. Drink it over the next year or two.",Made with Organic Grapes,89,16,South Australia,South Australia,,Shiraz,Yalumba
22507,Australia,"This wine may lack the dramatic power of its top-flight brethren, but it still satisfies, delivering reasonably complex notes of cherries, rhubarb and olive carried by silky tannins and moderate alcohol. Drink this terrific value over the next year or two.",,89,12,South Australia,South Australia,,Shiraz,Milton Park
22529,Australia,"This 60-40 blend combines Shiraz's blackberry fruit with Cab's slightly herbal notes to make a pretty marriage. It shows enough firmness to stand up to rich, fatty meats now, or to sustain it through up to a decade of cellaring.",Mountain Estate,89,14,Australia Other,Central Ranges,,Shiraz-Cabernet Sauvignon,Inkberry
22535,Australia,"A Yarra Valley classic, Dry Red No. 1 is a Bordeaux-style blend marked by its restrained alcohol levels yet potent flavors. The 2007 features scents of tobacco, vanilla and cassis, with a hint of tomato emerging on the palate. It's medium-bodied, with a long finish that finishes with firm but silky tannins and lip-smacking cassis. Approachable now, but should age well for 10Ç??15 years.",Dry Red Wine No. 1,92,75,Victoria,Yarra Valley,,Red Blend,Yarra Yering
22560,Australia,"This is a classically styled Coonawarra Cab, with ample cassis, cedar and mint wrapped up into a balanced, well-proportioned whole. The Katnook style favors silky tannins over power, making this elegant Cabernet one to drink over the next several years.",Founder's Block,89,20,South Australia,Coonawarra,,Cabernet Sauvignon,Katnook Estate
22568,Australia,"Shows some of the warmth of the vintage in its elevated alcohol levels and high-toned fruit. It's full-bodied and supple, with flavors of brandied plums and baking spices. Drink it over the next few years.",William Randell,89,40,South Australia,Barossa Valley,,Shiraz,Thorn Clarke
22587,Australia,"This medium-bodied Shriaz displays a soft, creamy, inviting mouthfeel and a piquant counterpoint in its flavors of tart cherries and mulling spices. It's an easy-drinking wine that ends on a cranberry note.",,88,13,New South Wales,Hunter Valley,,Shiraz,Hope Estate
22592,Australia,"This full-bodied Cabernet is packed with ripe cassis and chocolate aromas and flavors, yet retains a certain charm and elegance that makes it very drinkable now. The finish lingers, marked by tannins that are supremely supple without being soft. Drink nowÇ??2015, or perhaps for a few more years after that.",Blocks Road,91,32,South Australia,Clare Valley,,Cabernet Sauvignon,Kilikanoon
22632,Australia,"Despite the inexpensive price tag, this is a solid Shiraz, offering ripe black cherry fruit and touches of tree bark and orris root. It's medium-bodied, yet features a velvety texture and plenty of length on the finish. Drink nowÇ??2015.",,88,10,Australia Other,Central Ranges,,Shiraz,Rolling
22645,Australia,"Full bodied and meaty, with its slightly creamy texture supporting ample spice and bright berry flavors. This easy-drinking, moderately complex Barossa Shiraz is probably best consumed over the next 2Ç??3 years.",,88,19,South Australia,Barossa,,Shiraz,Grant Burge
22680,Australia,"Coonawarra's not known for Sauvignon Blanc, but this is a very good example. It's medium in weight and dominated by citrus, but it also sneaks in some slightly tropical nuances before ending in a zesty, mouthwatering finish. Drink now.",,88,22,South Australia,Coonawarra,,Sauvignon Blanc,Katnook Estate
22681,Australia,"Innocent Bystander has been ahead of the Moscato curve, making this wine for a number of years, and it has always been among the best from Australia. The 2011 is perfumed and spicy, with ample strawberry and cherry fruit and a soft, frothy feel in the mouth. Drink it over the next six months or so.",,88,14,Victoria,Victoria,,Moscato,Innocent Bystander
22686,Australia,"A solid example of Coonawarra Cabernet, the 2008 Terra Rossa features a charming combination of cherry-cassis fruit and eucalypt with cigar box and vanilla. It's medium to full in body, with fine balance and a long finish. Drink nowÇ??2016.",Coonawarra Estate Terra Rossa,88,30,South Australia,Coonawarra,,Cabernet Sauvignon,Parker
22783,Australia,"In 2009 this single vineyard offering includes 11% S??millon. It has wonderful texture, and a mix of light herbal flavors that run through a gamut from celery to lemongrass and up into tart citrus fruit. The acidity is generous but not searing; it penetrates but never overpowers. A quintessential food wine.",Noble Baron,90,50,South Australia,Barossa,,Cabernet Sauvignon,Ch?õteau Tanunda
22812,Australia,"Katnook's top Cabernet is always oaky, and the 2006 is no exception, featuring plenty of brown sugar and caramel aromas. Vanilla and cedar dominate the palate, forming an attractive wooden shell over cassis fruit. Drink it now if you like that sort of full-on youthful oak, or hold it a decade until it develops a soft, rich patina of age.",Odyssey,88,43,South Australia,Coonawarra,,Cabernet Sauvignon,Katnook Estate
22814,Australia,"There's a bright, almost Ribena-like quality to the fruit in this wine, with underlying hints of wood and mint. It's full bodied, but the tannins are modest and softly rounded, making it deceptively easy to down. Drink nowÇ??2018.",Menzies The Cigar,88,25,South Australia,Coonawarra,,Cabernet Sauvignon,Yalumba
22860,Australia,"At only 7% Merlot, it's unclear why it's even mentioned on the label, especially since it seems to be so obviously Cabernet in style. Cassis and chocolate notes dominate this richly textured, full-bodied red. Drink now.",,88,15,South Australia,Limestone Coast,,Cabernet Merlot,Greg Norman Estates
22868,Australia,"This takes a page from California in its naming convention and style, which includes a good proportion of barrel-fermentation and oak maturation. Toast and vanilla frame melon and fig notes, and the midpalate is slightly creamy in texture before the wine turns crisp and lemony on the finish. Drink now.",Three Monks Fum?? Blanc,88,20,Australia Other,South Eastern Australia,,Sauvignon Blanc,Taltarni
22871,Australia,"This medium-bodied dry white is notable for its balance and harmony. Citrus, wet stone and green apple aromas and flavors all come into play, none of them dominant, then end on a bright, grapefruity note. Drink now.",,88,18,South Australia,Adelaide Hills,,Pinot Gris,Sidewood
22887,Australia,"This wine starts off a bit tarry or rubbery, but decanting allows the bright berry fruit to come forward. Raspberries are limned with hints of mint and other herbs and framed by vanilla. It's medium-bodied, with a tangy finish and a crisp, satiny texture. Drink now.",Benchmark,87,15,South Australia,South Australia,,Shiraz,Grant Burge
