Wines,Country,Rate,Price,State,region_1,region_2,Wine Type,winery
31568,Australia,91,38,South Australia,Barossa,,Shiraz,Peter Lehmann
31581,Australia,91,20,South Australia,Barossa Valley,,Shiraz,Kilikanoon
31782,Australia,88,12,South Australia,South Australia,,Sangiovese,Yalumba
31789,Australia,88,12,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
31864,Australia,91,37,South Australia,Barossa Valley,,Grenache,Turkey Flat
31886,Australia,90,15,South Australia,Barossa Valley,,Shiraz,Gotham
31889,Australia,90,20,Australia Other,Australia,,Shiraz-Grenache,Kilikanoon
32095,Australia,88,14,Victoria,Victoria,,Sparkling Blend,Innocent Bystander
32097,Australia,88,16,South Australia,Barossa,,Cabernet Sauvignon,Ch??teau Tanunda
32460,Australia,90,40,South Australia,Eden Valley,,Riesling,Penfolds
32465,Australia,90,30,South Australia,Barossa Valley,,Shiraz,Earthworks
32651,Australia,88,16,South Australia,Barossa,,Cabernet Sauvignon,Ch??teau Tanunda
33005,Australia,88,20,Western Australia,Western Australia,,Pinot Noir,Plantagenet
34554,Australia,87,40,Western Australia,Pemberton,,Pinot Noir,Picardy
34857,Australia,87,65,Tasmania,Tasmania,,Pinot Noir,Dalrymple
35436,Australia,87,20,South Australia,Adelaide Hills,,Pinot Noir,Sidewood
35521,Australia,94,100,South Australia,Barossa,,Shiraz,Langmeil
35925,Australia,87,14,Victoria,Victoria,,Pinot Noir,Shoofly
36173,Australia,93,50,South Australia,Padthaway,,Shiraz,Henry's Drive Vignerons
36179,Australia,93,100,South Australia,Barossa Valley,,Shiraz,Ch??teau Tanunda
36462,Australia,92,75,South Australia,Barossa Valley,,Shiraz,Hentley Farm
36464,Australia,92,24,South Australia,Barossa,,Shiraz,Langmeil
36608,Australia,86,17,Western Australia,Pemberton,,Pinot Noir,Ad Lib
36667,Australia,92,48,South Australia,McLaren Vale,,Shiraz-Viognier,Hugh Hamilton
36693,Australia,84,29,South Australia,McLaren Vale,,Roussanne,Yangarra Estate Vineyard
36694,Australia,84,8,Australia Other,Australia,,Malbec,Yellow Tail
36705,Australia,84,15,Australia Other,Australia,,Moscato,Wirra Wirra
36857,Australia,85,13,South Australia,Adelaide Hills,,Pinot Noir,Jacob's Creek
36943,Australia,88,15,South Australia,Barossa,,G-S-M,Schild Estate
36947,Australia,88,80,South Australia,McLaren Vale,,Grenache,Yangarra Estate Vineyard
37018,Australia,83,25,South Australia,McLaren Vale-Adelaide Hills,,Viognier,D'Arenberg
37098,Australia,92,35,South Australia,Barossa Valley,,Shiraz,Glaetzer
37101,Australia,92,31,South Australia,Barossa,,Shiraz-Viognier,Yalumba
37102,Australia,92,20,South Australia,Barossa,,Shiraz-Viognier,Langmeil
37250,Australia,87,20,South Australia,South Australia,,Shiraz,R Wines
37251,Australia,87,12,South Australia,South Australia,,Cabernet Sauvignon,R Wines
37326,Australia,83,25,South Australia,McLaren Vale,,Roussanne,D'Arenberg
37342,Australia,82,30,Victoria,Pyrenees,,Viognier,Domaine Terlato & Chapoutier
37345,Australia,82,15,New South Wales,Orange,,Malbec,Tamburlaine
37383,Australia,92,31,South Australia,Barossa,,Shiraz-Viognier,Yalumba
37401,Australia,91,27,South Australia,McLaren Vale-Padthaway,,Shiraz,Henry's Drive Vignerons
37402,Australia,91,50,South Australia,Barossa Valley,,Shiraz,Hentley Farm
37552,Australia,81,19,South Australia,Barossa Valley,,Muscat Blanc,Torbreck
37562,Australia,87,19,South Australia,McLaren Vale,,Grenache,D'Arenberg
37564,Australia,87,45,South Australia,Clarendon,,Grenache,Clarendon Hills
37628,Australia,87,21,Australia Other,South Eastern Australia,,Red Blend,Brokenwood
37753,Australia,84,17,Victoria,Victoria,,Pinot Noir,Fowles Wine
37818,Australia,87,18,South Australia,McLaren Vale,,Grenache,R Wines
38102,Australia,87,27,South Australia,Barossa Valley,,G-S-M,Penfolds
38134,Australia,90,17,South Australia,Barossa Valley,,Shiraz,Chocolate Box
38140,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Hesketh
38146,Australia,90,20,South Australia,Barossa,,Cabernet Sauvignon,Thorn Clarke
38152,Australia,90,17,South Australia,South Australia,,Cabernet Sauvignon,Vinaceous
38449,Australia,87,12,South Australia,South Australia,,Chardonnay,R Wines
38510,Australia,86,17,South Australia,Barossa Valley,,Cabernet Sauvignon,Chocolate Box
38646,Australia,81,15,Victoria,Victoria,,Pinot Noir,Robert Oatley
38700,Australia,90,22,Tasmania,Tasmania,,Sparkling Blend,Jansz
38722,Australia,90,40,South Australia,Clare Valley,,Shiraz,Pauletts
38784,Australia,86,12,South Australia,Barossa,,Grenache,R Wines
38795,Australia,86,13,South Australia,Barossa,,Red Blend,St Hallett
38803,Australia,86,29,South Australia,McLaren Vale-Adelaide Hills,,Bordeaux-style Red Blend,D'Arenberg
39003,Australia,90,15,Australia Other,South Eastern Australia,,Shiraz,Hungerford Hill
39010,Australia,90,18,South Australia,Barossa,,Shiraz,Thorn Clarke
39017,Australia,90,35,Western Australia,Margaret River,,Sauvignon Blanc-Semillon,Cullen
39041,Australia,86,11,South Australia,South Australia,,Shiraz,R Wines
39363,Australia,90,14,South Australia,Barossa,,Cabernet Sauvignon,Thorn Clarke
39698,Australia,85,16,South Australia,Barossa,,Red Blend,Peter Lehmann
39705,Australia,85,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
39711,Australia,85,22,South Australia,Barossa,,Bordeaux-style Red Blend,Kest Wines
39930,Australia,89,13,South Australia,Adelaide Hills,,Chardonnay,Jacob's Creek
39943,Australia,89,19,South Australia,South Australia,,Shiraz-Viognier,Woop Woop
40264,Australia,89,20,South Australia,Coonawarra,,Cabernet Sauvignon,Jim Barry
40309,Australia,85,22,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Torbreck
40322,Australia,84,10,Western Australia,Western Australia,,Cabernet Blend,Ironberry
40340,Australia,84,13,South Australia,South Australia,,Cabernet Sauvignon,Red Knot
40345,Australia,84,20,South Australia,Barossa Valley,,Red Blend,Turkey Flat
40612,Australia,84,16,South Australia,Langhorne Creek,,Cabernet Sauvignon,Zonte's Footstep
40657,Australia,88,20,South Australia,Barossa,,Red Blend,Creed of Barossa
40658,Australia,88,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
40663,Australia,88,15,South Australia,South Australia,,Red Blend,Penfolds
40805,Australia,88,22,South Australia,Clare Valley,,Shiraz,Pauletts
40807,Australia,88,15,South Australia,South Australia,,Ros??,Zonte's Footstep
40810,Australia,88,25,South Australia,McLaren Vale,,Shiraz,Shingleback
40843,Australia,84,13,South Australia,South Australia,,Sparkling Blend,R Wines
40894,Australia,83,13,South Australia,South Australia,,Cabernet Sauvignon,Wolf Blass
40968,Australia,90,15,South Australia,Clare Valley,,Riesling,Knappstein
41016,Australia,87,18,South Australia,Barossa Valley,,Red Blend,Kurtz Family
41022,Australia,87,31,South Australia,McLaren Vale,,Tempranillo,Nashwauk
41026,Australia,87,16,South Australia,Limestone Coast,,Chardonnay,TLC
41030,Australia,87,10,Australia Other,Central Ranges,,Sauvignon Blanc-Semillon,Rolling
41283,Australia,87,25,Western Australia,Margaret River,,Chardonnay,Hay Shed Hill
41290,Australia,87,29,South Australia,McLaren Vale,,Syrah-Cabernet,Coates
41303,Australia,87,13,Victoria,Victoria,,Sauvignon Blanc,Taltarni
41453,Australia,88,20,South Australia,McLaren Vale,,Cabernet Sauvignon,Shingleback
41458,Australia,88,10,Australia Other,South Eastern Australia,,Chardonnay,Rosemount
41597,Australia,89,32,Tasmania,Tasmania,,Champagne Blend,Clover Hill
41609,Australia,89,12,South Australia,Clare Valley,,Riesling,Leasingham
41730,Australia,88,17,South Australia,Clare Valley,,Cabernet Sauvignon,Wakefield Estate
41884,Australia,87,25,South Australia,Barossa Valley,,Grenache,Ross Estate
41890,Australia,87,30,South Australia,Barossa,,Red Blend,Yalumba
41903,Australia,87,26,South Australia,McLaren Vale,,G-S-M,Cape Barren
41911,Australia,89,17,Western Australia,Western Australia,,Pinot Noir,Plantagenet
41929,Australia,89,20,Tasmania,Tasmania,,Champagne Blend,42??S
41932,Australia,89,25,South Australia,Coonawarra,,Shiraz,Penfolds
42004,Australia,87,15,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
42186,Australia,87,22,South Australia,Barossa Valley,,S??millon,Kaesler
42201,Australia,87,15,South Australia,South Australia,,Shiraz-Cabernet Sauvignon,Longview
42305,Australia,87,24,New South Wales,Hunter Valley,,S??millon,Hungerford Hill
42326,Australia,87,20,South Australia,Barossa,,Cabernet Sauvignon,Rosedale Wines
42482,Australia,87,18,South Australia,Langhorne Creek,,Cabernet Sauvignon,Bleasdale
42487,Australia,87,14,Victoria,Nagambie Lakes,,Viognier,Tahbilk
42509,Australia,86,14,Victoria,Victoria,,Cabernet Sauvignon-Shiraz,Green Point
42511,Australia,89,16,Western Australia,Margaret River,,Cabernet Sauvignon,Wildberry Estate
42518,Australia,89,16,South Australia,Adelaide Hills,,Sauvignon Blanc,D'Arenberg
42530,Australia,88,16,South Australia,McLaren Vale,,Riesling,D'Arenberg
42603,Australia,87,18,South Australia,Barossa,,Cabernet Sauvignon,Ch??teau Tanunda
42610,Australia,87,13,Australia Other,South Eastern Australia,,Shiraz,De Bortoli
42617,Australia,87,20,Western Australia,Margaret River,,Sauvignon Blanc-Semillon,Leeuwin Estate
42620,Australia,87,12,South Australia,South Australia,,Chardonnay,Milton Park
42669,Australia,94,19,South Australia,McLaren Vale,,Riesling,D'Arenberg
42752,Australia,86,14,South Australia,Langhorne Creek,,Shiraz-Cabernet Sauvignon,Bleasdale
42753,Australia,86,15,South Australia,Langhorne Creek,,Shiraz-Cabernet Sauvignon,Bleasdale
42764,Australia,86,15,South Australia,Barossa,,Chardonnay,Schild Estate
42775,Australia,86,13,South Australia,South Australia,,Chardonnay,Woolundry Rd
42816,Australia,88,20,New South Wales,Mudgee,,Shiraz,Robert Oatley
42931,Australia,87,13,South Australia,South Australia,,Ros??,Yalumba
42932,Australia,87,12,Australia Other,South Eastern Australia,,Chardonnay,Yellow Tail
42935,Australia,87,13,South Australia,Barossa,,Shiraz,Nine Stones
42944,Australia,87,17,South Australia,Barossa Valley,,Cabernet Sauvignon,Chocolate Box
43054,Australia,86,12,South Australia,South Australia,,Viognier,Angove's
43055,Australia,86,17,South Australia,Adelaide Hills,,Sauvignon Blanc,Angove's
43062,Australia,86,12,South Australia,Clare Valley,,Cabernet Merlot,Pauletts
43064,Australia,86,19,South Australia,McLaren Vale,,White Blend,Primo Estate
43070,Australia,86,15,South Australia,McLaren Vale,,Shiraz-Cabernet Sauvignon,Aramis
43071,Australia,86,12,South Australia,South Australia,,Shiraz-Viognier,Angove's
43113,Australia,88,17,Western Australia,Mount Barker,,Riesling,Larry Cherubino
43117,Australia,88,16,South Australia,Eden Valley,,Riesling,St Hallett
43128,Australia,88,16,South Australia,Barossa,,Shiraz,St Hallett
43255,Australia,87,20,South Australia,Clare Valley,,Chardonnay,Pauletts
43273,Australia,92,19,South Australia,Adelaide,,White Blend,D'Arenberg
43287,Australia,92,50,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
43354,Australia,86,11,Australia Other,South Eastern Australia,,Chardonnay,Tamburlaine
43377,Australia,86,24,South Australia,Barossa,,G-S-M,Hewitson
43421,Australia,88,13,Western Australia,Margaret River,,Cabernet Sauvignon,Xanadu
43500,Australia,86,13,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
43510,Australia,86,9,South Australia,Padthaway,,Chardonnay,Henry's Drive Vignerons
43585,Australia,91,27,South Australia,Barossa,,Cabernet Merlot,B3
43621,Australia,86,20,Western Australia,Western Australia,,Tempranillo,West Cape Howe
43635,Australia,86,17,Western Australia,Pemberton,,Sauvignon Blanc,Larry Cherubino
43718,Australia,87,20,South Australia,Eden Valley,,Riesling,Pewsey Vale
43737,Australia,87,16,South Australia,McLaren Vale,,Shiraz,Ballast Stone Estate Wines
43800,Australia,86,20,South Australia,Padthaway,,Shiraz,Henry's Drive Vignerons
43839,Australia,91,26,South Australia,Clare Valley,,Riesling,Pauletts
43840,Australia,91,38,South Australia,Barossa Valley,,Cabernet Sauvignon,Peter Lehmann
43843,Australia,91,25,South Australia,Coonawarra,,Cabernet Sauvignon,Yalumba
43914,Australia,85,18,South Australia,McLaren Vale,,Chardonnay,Hugo
44010,Australia,87,18,South Australia,Padthaway,,Sparkling Blend,Hill of Content
44016,Australia,87,18,Western Australia,Western Australia,,Sauvignon Blanc,Robert Oatley
44017,Australia,87,20,South Australia,Barossa,,Shiraz,Schild Estate
44020,Australia,87,20,Victoria,Yarra Valley,,Pinot Noir,Rubeus of Lore
44035,Australia,87,11,South Australia,McLaren Vale,,Riesling,D'Arenberg
44126,Australia,86,15,South Australia,McLaren Vale,,Ros??,Wirra Wirra
44149,Australia,91,100,South Australia,Clare Valley,,Cabernet Sauvignon,Jim Barry
44198,Australia,85,13,Western Australia,Western Australia,,Semillon-Sauvignon Blanc,Plantagenet
44210,Australia,85,15,Western Australia,Margaret River,,Sauvignon Blanc-Semillon,Beach Head
44218,Australia,85,21,Western Australia,Great Southern,,Chardonnay,Plantagenet
44323,Australia,87,13,Western Australia,Margaret River,,Chardonnay,Xanadu
44330,Australia,87,18,New South Wales,Mudgee,,Chardonnay,Robert Oatley
44332,Australia,87,17,South Australia,Barossa,,Shiraz,Ross Estate
44402,Australia,86,13,Australia Other,South Eastern Australia,,Moscato,Jacob's Creek
44409,Australia,86,13,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
44422,Australia,86,13,Western Australia,Western Australia,,Sauvignon Blanc-Semillon,Plantagenet
44439,Australia,90,20,Tasmania,Tasmania,,Champagne Blend,Frogmore Creek
44461,Australia,91,50,South Australia,Coonawarra,,Bordeaux-style Red Blend,Penley Estate
44465,Australia,91,60,South Australia,Clare Valley,,Shiraz,Wakefield Estate
44468,Australia,90,29,South Australia,Kangaroo Island,,Cabernet Sauvignon,Hazyblur
44526,Australia,85,20,South Australia,McLaren Vale,,Cabernet Blend,Wirra Wirra
44545,Australia,85,16,Victoria,Yarra Valley,,Chardonnay,Green Point
44638,Australia,87,16,South Australia,Adelaide,,Chardonnay,D'Arenberg
44722,Australia,85,13,Australia Other,South Eastern Australia,,Chardonnay,Woop Woop
44775,Australia,90,18,South Australia,Coonawarra,,Cabernet Sauvignon,Jim Barry
44776,Australia,90,19,South Australia,Padthaway,,Shiraz,Jip Jip Rocks
44779,Australia,90,19,South Australia,Wrattonbully,,Viognier,Yalumba
44784,Australia,90,16,South Australia,Adelaide Hills,,Sauvignon Blanc,Sidewood
44827,Australia,85,16,South Australia,McLaren Vale,,Chardonnay,Spring Seed Wine Co.
44841,Australia,85,11,South Australia,South Australia,,G-S-M,D'Arenberg
44848,Australia,85,19,Western Australia,Margaret River,,Chardonnay,Vasse Felix
44922,Australia,87,20,Australia Other,Australia,,Champagne Blend,Taltarni
44926,Australia,87,15,Western Australia,Western Australia,,Sauvignon Blanc,Plantagenet
44930,Australia,87,16,South Australia,Eden Valley,,Chardonnay,Yalumba
44931,Australia,87,25,Victoria,Victoria,,Sparkling Blend,Yarrabank
44952,Australia,85,10,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
45001,Australia,90,32,South Australia,Clare Valley,,Cabernet Franc,Pearson Vineyards
45011,Australia,90,38,South Australia,Clare Valley,,Riesling,Grosset
45025,Australia,90,17,South Australia,Clare Valley,,Riesling,Reilly's
45151,Australia,85,25,South Australia,McLaren Vale,,G-S-M,Yangarra Estate Vineyard
45152,Australia,85,9,Australia Other,South Eastern Australia,,Shiraz,Beelgara
45162,Australia,85,21,Western Australia,Margaret River,,Chardonnay,Vasse River
45166,Australia,85,11,Western Australia,Western Australia,,Chardonnay,The Wishing Tree
45168,Australia,85,9,South Australia,South Australia,,Viognier,Oxford Landing
45178,Australia,84,8,Australia Other,South Eastern Australia,,Red Blend,Beelgara
45211,Australia,86,,South Australia,Adelaide Hills,,Sauvignon Blanc,Henschke
45214,Australia,86,19,South Australia,Adelaide,,Chardonnay,Nova Vita
45215,Australia,86,25,South Australia,Barossa,,Shiraz,Schild Estate
45226,Australia,86,12,New South Wales,Darlington Point,,Pinot Noir,Cookoothama
45247,Australia,85,,South Australia,Clare Valley,,Sparkling Blend,Pauletts
45258,Australia,85,10,Australia Other,South Eastern Australia,,Chardonnay,Kalbarri
45316,Australia,89,20,Tasmania,Tasmania,,Sparkling Blend,Jansz
45330,Australia,90,75,Western Australia,Margaret River,,Bordeaux-style Red Blend,Cullen
45421,Australia,84,17,Western Australia,Pemberton,,Chardonnay,Larry Cherubino
45427,Australia,84,20,South Australia,Coonawarra,,Shiraz-Cabernet Sauvignon,Penley Estate
45449,Australia,84,17,South Australia,Clare Valley,,Grenache,Reilly's
45530,Australia,86,18,South Australia,South Australia,,Pinot Grigio,Robert Oatley
45534,Australia,86,13,New South Wales,Riverina,,Cabernet Sauvignon,Nugan Family Estates
45578,Australia,85,9,New South Wales,New South Wales,,Moscato,De Bortoli
45584,Australia,85,20,Australia Other,South Eastern Australia,,Champagne Blend,Taltarni
45603,Australia,90,32,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
45628,Australia,89,17,Western Australia,Margaret River,,Cabernet Sauvignon-Merlot,Larry Cherubino
45639,Australia,92,33,South Australia,McLaren Vale,,Shiraz,Oliverhill
45670,Australia,89,22,Tasmania,Tasmania,,Sparkling Blend,Jansz
45725,Australia,84,10,Australia Other,South Eastern Australia,,Cabernet Merlot,Friday Monkey
45735,Australia,84,8,Australia Other,Australia-New Zealand,,Sauvignon Blanc,Yellow Tail
45738,Australia,84,14,South Australia,Coonawarra,,Sauvignon Blanc,Nick Faldo
45746,Australia,84,9,Australia Other,South Eastern Australia,,Shiraz,Kilda
45748,Australia,84,9,South Australia,South Australia,,Viognier,Yalumba
45749,Australia,84,18,South Australia,Barossa,,Red Blend,Schild Estate
45816,Australia,86,15,South Australia,South Australia,,Shiraz,Kilikanoon
45821,Australia,86,22,South Australia,McLaren Vale,,Red Blend,Fox Creek
45836,Australia,86,19,South Australia,Adelaide,,Sauvignon Blanc,Nova Vita
45853,Australia,84,9,Australia Other,South Eastern Australia,,Chardonnay,De Bortoli
45854,Australia,84,13,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
45862,Australia,84,10,Australia Other,South Eastern Australia,,Sparkling Blend,Yellow Tail
45863,Australia,84,11,South Australia,South Australia,,Chardonnay,Penfolds
45905,Australia,89,15,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
45912,Australia,89,40,South Australia,Barossa,,Merlot-Cabernet Franc,Creed of Barossa
45914,Australia,89,16,South Australia,Langhorne Creek,,Malbec,Bleasdale
45917,Australia,89,20,South Australia,Clare Valley,,Riesling,Kilikanoon
45927,Australia,89,17,South Australia,Clare Valley,,Shiraz,Wakefield Estate
46042,Australia,84,8,Australia Other,South Eastern Australia,,Shiraz,Wyndham Estate
46120,Australia,85,18,Western Australia,Western Australia,,Chardonnay,West Cape Howe
46128,Australia,85,12,Victoria,Victoria,,Moscato,Innocent Bystander
46163,Australia,84,10,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
46226,Australia,89,26,South Australia,Adelaide Hills,,Chardonnay,Sidewood
46238,Australia,91,70,Victoria,Heathcote,,Shiraz,Cluster M45
46245,Australia,91,75,Victoria,Heathcote,,Shiraz,Jasper Hill
46259,Australia,91,25,South Australia,Barossa Valley,,Shiraz-Grenache,Glaetzer
46265,Australia,88,21,South Australia,Barossa Valley,,Shiraz,Chocolate Box
46303,Australia,83,10,Australia Other,South Eastern Australia,,Red Blend,Andrew Peace
46313,Australia,83,17,South Australia,Barossa,,Grenache,Yalumba
46319,Australia,83,10,Australia Other,South Eastern Australia,,Shiraz,Jindalee
46426,Australia,85,15,South Australia,Clare Valley,,Chardonnay,Pauletts
46427,Australia,85,10,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Bulletin Place
46433,Australia,85,13,Australia Other,South Eastern Australia,,Moscato,De Bortoli
46434,Australia,85,13,Australia Other,South Eastern Australia,,Sauvignon Blanc,De Bortoli
46546,Australia,88,25,Australia Other,South Eastern Australia,,Sparkling Blend,Taltarni
46560,Australia,89,16,Western Australia,Pemberton,,Sauvignon Blanc,Robert Oatley
46561,Australia,89,21,South Australia,Adelaide,,Sauvignon Blanc,Longview
46563,Australia,89,37,South Australia,Barossa,,Cabernet Sauvignon-Shiraz,Penfolds
46581,Australia,89,30,Victoria,Yarra Valley,,Bordeaux-style Red Blend,Giant Steps
46586,Australia,89,11,South Australia,McLaren Vale-Adelaide Hills,,Chardonnay,D'Arenberg
46602,Australia,83,15,Western Australia,Western Australia,,Chardonnay,Plantagenet
46612,Australia,82,15,South Australia,Clare Valley,,Red Blend,Pikes
46727,Australia,85,10,Australia Other,Central Ranges,,Chardonnay,Rolling
46730,Australia,85,12,Australia Other,South Eastern Australia,,Chardonnay,McWilliam's Hanwood Estate
46736,Australia,84,8,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Alice White
46865,Australia,89,86,South Australia,Wrattonbully,,Merlot,TapaNappa
46907,Australia,82,11,South Australia,South Australia,,Shiraz,Cockatoo Ridge
46913,Australia,82,8,Australia Other,South Eastern Australia,,Shiraz,Jacob's Creek
47010,Australia,84,11,Australia Other,South Eastern Australia,,Chardonnay,Madison Ridge
47036,Australia,84,12,South Australia,Currency Creek,,Shiraz,Ballast Stone Estate Wines
47039,Australia,84,13,Australia Other,South Eastern Australia,,Moscato,De Bortoli
47045,Australia,90,40,Victoria,Pyrenees,,Shiraz,Domaine Terlato & Chapoutier
47078,Australia,94,105,South Australia,Barossa Valley,,Shiraz-Viognier,Torbreck
47167,Australia,88,27,South Australia,Padthaway,,Shiraz,Morambro Creek
47172,Australia,88,40,South Australia,Eden Valley,,Viognier,Yalumba
47193,Australia,81,7,South Australia,South Australia,,Cabernet Sauvignon,Ballast Stone Estate Wines
47331,Australia,84,25,South Australia,McLaren Vale,,Shiraz,Shingleback
47337,Australia,84,13,Australia Other,South Eastern Australia,,Chardonnay,De Bortoli
47339,Australia,84,16,Tasmania,Tasmania,,Riesling,Tamar Ridge
47355,Australia,93,70,South Australia,Barossa Valley,,Shiraz,Kilikanoon
47362,Australia,93,70,South Australia,Clare Valley,,Shiraz,Kilikanoon
47384,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Longwood
47462,Australia,88,16,South Australia,McLaren Vale,,Viognier,Hugh Hamilton
47467,Australia,88,48,South Australia,Fleurieu Peninsula,,Pinot Noir,TapaNappa
47488,Australia,88,18,South Australia,Adelaide,,Sauvignon Blanc,Hewitson
47583,Australia,84,24,South Australia,Adelaide,,Pinot Noir,Nepenthe
47591,Australia,83,20,South Australia,Padthaway,,Chardonnay,Henry's Drive Vignerons
47600,Australia,83,15,Victoria,Strathbogie Ranges-Mornington Peninsula,,Sauvignon Blanc,Cooralook
47661,Australia,92,50,South Australia,Barossa,,Shiraz,Langmeil
47668,Australia,92,30,South Australia,McLaren Vale,,Shiraz,Mazza Chautauqua Cellars
47672,Australia,90,22,South Australia,McLaren Vale,,Shiraz,Mr. Riggs
47699,Australia,89,23,Western Australia,Great Southern,,Cabernet Sauvignon,West Cape Howe
47737,Australia,88,15,South Australia,Clare Valley,,White Blend,Pikes
47742,Australia,88,17,South Australia,Clare Valley,,Cabernet Sauvignon,Wakefield Estate
47892,Australia,83,8,Australia Other,South Eastern Australia,,Riesling,Alice White
47895,Australia,83,15,South Australia,South Australia,,Chardonnay,Kilikanoon
47902,Australia,83,13,New South Wales,Riverina,,Chardonnay,Nugan Family Estates
47905,Australia,83,18,Western Australia,Margaret River,,Chardonnay,Xanadu
47977,Australia,89,23,South Australia,Fleurieu Peninsula,,Shiraz,Cascabel
47979,Australia,89,20,South Australia,South Australia,,Shiraz-Grenache,Kilikanoon
48084,Australia,88,29,South Australia,Clare Valley,,Cabernet Sauvignon,Koonowla
48164,Australia,82,17,South Australia,McLaren Vale,,Chardonnay,RockBare
48167,Australia,82,17,Western Australia,Pemberton,,Chardonnay,Larry Cherubino
48172,Australia,82,8,Australia Other,South Eastern Australia,,Riesling,Black Swan
48243,Australia,89,15,South Australia,McLaren Vale,,Shiraz,Fox Creek
48246,Australia,89,16,South Australia,McLaren Vale,,Shiraz,Tapestry
48261,Australia,89,125,New South Wales,Hunter Valley,,Shiraz,Brokenwood
48272,Australia,91,25,Victoria,Bendigo,,Cabernet Sauvignon,Balgownie Estate
48283,Australia,91,29,Western Australia,Margaret River,,Cabernet Sauvignon,Vasse Felix
48310,Australia,88,18,South Australia,Adelaide Hills,,Shiraz,Sidewood
48316,Australia,88,13,South Australia,Limestone Coast,,Shiraz,Mt. Monster
48542,Australia,89,38,Victoria,Heathcote,,Shiraz,Occam's Razor
48584,Australia,91,30,Western Australia,Margaret River,,Cabernet Sauvignon,Robert Oatley
48587,Australia,91,15,South Australia,South Australia,,Shiraz,Layer Cake
48599,Australia,91,25,Western Australia,Margaret River,,Cabernet Sauvignon,Hay Shed Hill
48617,Australia,87,15,South Australia,McLaren Vale,,Chardonnay,Tapestry
48622,Australia,87,8,South Australia,South Australia,,Chardonnay,Oxford Landing
48625,Australia,87,37,South Australia,Clare Valley,,Cabernet Sauvignon,Pearson Vineyards
48672,Australia,87,40,Western Australia,Margaret River,,Chardonnay,Vasse Felix
48682,Australia,87,25,Western Australia,Frankland River,,Riesling,Frankland Estate
48783,Australia,91,,Victoria,Central Victoria,,Shiraz,Mitchelton
48878,Australia,91,20,Australia Other,Australia,,Cabernet Sauvignon,Kilikanoon
48879,Australia,91,40,South Australia,Barossa,,Shiraz,John Duval Wines
48882,Australia,91,75,Western Australia,Margaret River,,Bordeaux-style Red Blend,Cullen
48899,Australia,90,20,Australia Other,Australia,,Shiraz,Kilikanoon
48933,Australia,87,16,South Australia,South Australia,,Viognier,Yalumba
48947,Australia,87,13,Australia Other,Australia,,Cabernet Sauvignon,De Bortoli
49103,Australia,90,35,Western Australia,Great Southern,,Shiraz,Plantagenet
49181,Australia,90,13,Australia Other,South Eastern Australia,,Shiraz,Woop Woop
49182,Australia,90,16,South Australia,South Australia,,Shiraz,Yalumba
49316,Australia,87,16,South Australia,Adelaide,,Chardonnay,D'Arenberg
49424,Australia,88,60,Victoria,Yarra Valley,,Shiraz-Viognier,Yering Station
49477,Australia,86,10,Australia Other,South Eastern Australia,,Chardonnay,De Bortoli
49506,Australia,90,15,South Australia,South Australia,,Cabernet Sauvignon,9 Mile Road
49513,Australia,90,45,South Australia,Clarendon,,Merlot,Clarendon Hills
49516,Australia,90,21,South Australia,Barossa Valley,,Shiraz,Hesketh
49535,Australia,87,35,South Australia,Clare Valley,,Riesling,Kilikanoon
49602,Australia,87,14,South Australia,Adelaide Hills,,Chardonnay,Shoofly
49685,Australia,89,40,Victoria,Mornington Peninsula,,Pinot Noir,Stonier
49686,Australia,89,19,Western Australia,Western Australia,,Shiraz,West Cape Howe
49703,Australia,89,23,Western Australia,Frankland River,,Shiraz-Viognier,Alkoomi
49705,Australia,89,45,South Australia,Lenswood,,Pinot Noir,Henschke
49737,Australia,87,15,Western Australia,Margaret River,,Ros??,Beach Head
49801,Australia,90,18,South Australia,Wrattonbully,,Cabernet Sauvignon,Mawson's
49808,Australia,90,20,South Australia,Barossa Valley,,Shiraz,Charles Cimicky
49857,Australia,87,13,New South Wales,Hunter Valley,,Merlot,Hope Estate
49987,Australia,89,35,New South Wales,Hunter Valley,,Shiraz,Wyndham Estate
50003,Australia,88,15,Australia Other,South Eastern Australia,,Champagne Blend,Greg Norman Estates
50013,Australia,87,18,New South Wales,Hunter Valley,,Shiraz,Margan
