Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
50434,Australia,"Not a wine for those who like their Shiraz in a restrained style, the 2008 Bella's Garden tips the scales at 15.8% alcohol. It's full-bodied, supple-textured and warm, with oodles of dark fruit and baking spices.",Bella's Garden,89,55,South Australia,Barossa Valley,,Shiraz,Two Hands
50435,Australia,"Full bodied and supple, this nicely balanced Barossa Shiraz shows that value still exists even in big-name regions of Australia. Intense blueberry and spice aromas give way to mixed berries and vanilla on the palate, and if it's not overly complex, it's a still a concentrated mouthful of Shiraz at a bargain price.",Gamekeeper's,89,13,South Australia,Barossa,,Shiraz,St Hallett
50437,Australia,"Restraint is one of the buzzwords in Australian wine, which might be one reason that for all of this winery's cult status in Australia, it remains relatively unknown in America. This medium-bodied wine's black cherry fruit is definitely restrained, flecked with delicate herbal notes and rounded out by supple tannins. It's well made and well balanced, but lacks sizzle.",,89,125,Victoria,Yarra Valley,,Pinot Noir,Mount Mary
50443,Australia,"This rather chunky example of Tasmanian Pinot Noir isn't typical of the genre, but impresses for its bold black-cherry fruit. Some menthol-like notes give it a slightly medicinal quality, but the persistent finish and fine tannins more than compensate. Drink this idiosyncratic effort over the next 4???5 years.",,89,29,Tasmania,Tasmania,,Pinot Noir,Frogmore Creek
50450,Australia,"A robust blend of sweet and savory, d'Arenberg's 2008 Love Grass Shiraz is full-bodied and round in the mouth, featuring smoky, meaty and blackberry notes and a mouthwatering finish. Drink now???2015.",The Love Grass,89,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
50459,Australia,"The supple-textured Shiraz displays a slightly herbal aspect to its kirsch-like fruit???something akin to garrigue mixed with olive. Nicely balanced, with lingering notes of cherry and pipe tobacco on the finish. Drink now.",Cruel Intentions,89,16,South Australia,South Australia,,Shiraz,Hesketh
50473,Australia,"Made in a rather lean, racy style, the big question for this wine is whether it will soften and flesh out over the next five years or so. Right now, it's tight and citrusy, with a stony hardness that lacks much charm but would suit raw oysters just fine.",,86,16,South Australia,Eden Valley,,Riesling,St Hallett
50489,Australia,"Wyndham 333 delivers fabulous Pinot aromas of cherry, raspberry and mineral at a very modest price. The palate is serious, with lovely strawberry flavors but falls a bit flat on the plush finish. Drink up.",Bin 333,86,9,Australia Other,South Eastern Australia,,Pinot Noir,Wyndham Estate
50593,Australia,An easy-to-drink Shiraz that boasts mixed-berry aromas accented by touches of woodsmoke and cinnamon. It's medium in body and amply endowed with blackberry flavors that finish crisp and tangy. Drink now and over the next few years.,Single Vineyard,88,15,Western Australia,Pemberton,,Shiraz,Fonty's Pool
50604,Australia,"The U.S. doesn't really need more ??úcute??ù Shiraz labels, but at least the wine in this bottle is pretty good. A bit of shoe polish gives the nose a lifted character, which serves to accentuate the wine's woodsmoke and black olive aromas. The crisply structured palate offers a slight bitter coffee-herbal element, but also plenty of ripe blackberry fruit and a persistent, slightly dusty finish.",,88,20,Western Australia,Western Australia,,Shiraz,Strait Jacket
50616,Australia,"Fairly priced for what's in the bottle, this is a bit edgier than your average Aussie Cabernet, with crisp acids outlining cassis fruit and tinged with tobacco. Fine-grained tannins impart a slightly dusty texture, while the finish features a hint of vanilla and juicy fruit.",,87,13,New South Wales,Orange,,Cabernet Sauvignon,Climbing
50630,Australia,"Fits the mold of a basic Barossa Cabernet, with just a whiff of dried herbs accenting plum, cassis and mocha flavors. It's broad and a bit soft in texture, finishing creamy and supple. Drink now.",,87,20,South Australia,Barossa,,Cabernet Sauvignon,Schild Estate
50757,Australia,"This is a fairly full-bodied Cabernet that manages to be intense without being overbearing, balancing cassis and tobacco shadings with a hint of tomato leaf. The tannins are supple enough to make it approachable now. Ringbolt is the Margaret River outpost of the Yalumba group of wineries.",,89,17,Western Australia,Margaret River,,Cabernet Sauvignon,Ringbolt
50787,Australia,"Forward and fruity, with peach, pear and pineapple flavors of modest intensity. This medium-bodied wine is squeaky clean, just hinting at dried spices on the finish.",Barossa Vines,85,18,South Australia,Barossa,,Chardonnay,Grant Burge
50959,Australia,"According to the winemaker, this is specifically tailored to go with red meat and the truth is, it would make a solid steakhouse Cab. It delivers cedar, tobacco and cassis aromas and flavors and dusty, nicely textured tannins that will cut through the fat of a prime cut. Limited in ageability, but that's probably all to the good in a restaurant setting.",,87,18,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Angus The Bull
50970,Australia,"Slightly musky and briny on the nose, with a broad underlay of peach. This medium-bodied Riesling seems lightly honeyed and a little soft relative to its peer group. A user-friendly introduction to Australian Riesling that should be consumed over the next 6???9 months.",Thomas Hyland,86,14,South Australia,Adelaide,,Riesling,Penfolds
50983,Australia,"Possessing bold waves of pineappley fruit, this is an intensely flavored Chardonnay at a reasonable price. It's fruity and direct, with clean citrus featuring prominently from start to finish.",Ass Kisser,86,10,South Australia,South Australia,,Chardonnay,Rocland Estate
50998,Australia,"Shows some rather riper-than-expected fruit flavors, hinting at peach or nectarine as well as the standard apple and lime. The result seems a touch off-dry, although the actual residual sugar is only 3.5 g/L. Despite being lightweight in the mouth, it turns a bit honeyed and weightier on the finish. Drink it over the next few years.",Hanlin Hill,86,20,South Australia,Clare Valley,,Riesling,Petaluma
51034,Australia,"The 2008 Phoenix Cabernet displays amply concentrated notes of cherry, cassis and tobacco. There's plenty of stuffing here, with a long finish that fades slowly away to notes of dried tea leaves.",Phoenix,89,20,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
51044,Australia,"Tumbarumba is an up-and-coming cool-climate viticulture region, and this Chardonnay is a fine example of why the area is considered to have promise. The wine is medium in body and nicely plump in the mouth, and displays a harmonious blend of apple, pear, citrus and butter flavors and an elegant, lingering finish. Drink now and over the next 1???2 years.",,89,30,New South Wales,Tumbarumba,,Chardonnay,Hungerford Hill
51053,Australia,"The cost of entry to Barossa Shiraz has seemingly never been lower, and yet the qualitative bar is being raised by wines like this one, which features bright berry fruit, complex tea-like nuances and a satisfyingly full-bodied, creamy texture. Drink now.",Benchmark,89,15,South Australia,South Australia,,Shiraz,Grant Burge
51059,Australia,"Has Tamar Ridge found the Holy Grail of high-quality, affordable Pinot Noir? Let's see if a few more vintages reach these heights, because the 2009 represents a terrific value. It shows real Pinot character in its silky tannins, complex herb-and-cherry notes and elegant finish.",Devil's Corner,89,16,Tasmania,Tasmania,,Pinot Noir,Tamar Ridge
51061,Australia,"Comes off as a slightly skinny Pinot Noir, with herbal overtones to the cherry and strawberry flavors. Still, it's varietally true, and light enough in body to pair effectively with chicken or salmon. Drink now.",,85,17,Victoria,Yarra Valley,,Pinot Noir,Sticks
51206,Australia,"This red-fruited Shiraz is well made but not particularly complex. What there is, though, is nice: raspberries, vanilla, smoke and caramel, wrapped together in a medium-bodied wine that finishes on a tart note.",Hazard Hill,87,14,Western Australia,Western Australia,,Shiraz,Plantagenet
51308,Australia,"A slightly chunky, sturdy rendition of Pinot Noir, with earthy complex notes ranging from beet root and cola through sous bois and animale. Finishes with tangy cherry and herb flavors that could use another year or two to mellow.",,86,20,Western Australia,Western Australia,,Pinot Noir,West Cape Howe
51312,Australia,"Grilled pineapple and tropical fruits mingle easily in this uncomplicated but well made Chardonnay. It's medium-bodied, with enough weight to stand up to roast chicken breasts and the like.",,86,13,South Australia,Limestone Coast,,Chardonnay,Mt. Monster
51313,Australia,"A medium-bodied Chardonnay, Nepenthe's 2009 Unoaked Chardonnay shows the strengths and weaknesses of avoiding oak. Without any sweet caramel or vanilla flavors, it should work well with food. On the other hand, its apple and citrus flavors lack complexity and display a certain angularity on the palate. Drink now.",Unoaked,86,16,South Australia,Adelaide,,Chardonnay,Nepenthe
51324,Australia,"Straightforward apple and lime aromatics bust from the glass alongside some slightly smoky, struck-flint notes, but this wine offers rather simple fruit flavors on the palate, It's medium bodied, with a hint of honey already creeping in on the finish, suggesting early consumption is warranted.",Watervale Dry,86,18,South Australia,Clare Valley,,Riesling,Fire Block
51407,Australia,"Hungerford Hill's vast array of wines includes this savory Shiraz, which features ample leather, tar, black olive and coffee flavors. It's fleshy and supple on the palate, with softly lingering tannins on the finish. Drink now???2017.",Fishcage,88,18,New South Wales,New South Wales,,Shiraz,Hungerford Hill
51418,Australia,"An excellent value in drink-now Cabernet, Madison Ridge's 2009 Lot 1232 combines hints of mocha, dried herbs and cherries into a medium- to full-bodied red featuring supple tannins that turn slightly dusty on the finish. Pair with steaks and burgers over the next year or so.",Lot 1232,88,10,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Madison Ridge
51493,Australia,"Shows true cool-climate Pinot Noir character in its delicate cherry and herbal-viny aromas, slightly crisp, angular mouthfeel and tart tangy finish. It's a good introduction to Tasmanian Pinot at a user-friendly price.",Devil's Corner,87,16,Tasmania,Tasmania,,Pinot Noir,Tamar Ridge
51577,Australia,"The bubbles really intensify the varietal character of this sparkling Sauvignon Blanc, supersizing its grassy, grapefruity aromas, while passion fruit flavors come through on the palate.",Emeri Sparkling,83,13,Australia Other,South Eastern Australia,,Sauvignon Blanc,De Bortoli
51636,Australia,"Butter notes dominate the one-dimensional nose but gain interest from lemon, orange and mineral flavors in the mouth. The crisp but short finish is shot through with a citrus theme. Try with grilled salmon.",Benchmark,83,15,South Australia,South Australia,,Chardonnay,Grant Burge
51638,Australia,"High ambitions are evident in the lovely mineral and citric nose of this new entry from the former winemaker of Houghton Wines. Unfortunately, the palate does not quite make the grade, turning in an overly light impression and a short finish. Drink up.",The Yard Whispering Hill Vineyard,83,25,Western Australia,Western Australia,,Riesling,Larry Cherubino
51640,Australia,"Softly mouthfilling and lush, with a hint of sweetness to the simple fruit-cocktail flavors.",,83,10,Australia Other,South Eastern Australia,,Chardonnay,Friday Monkey
51642,Australia,"Grant Burge is a well-respected producer of upscale wines. Thus far, their new mid-priced range has been disappointing. Some slightly funky aromas mix with green fruit notes on the nose of this example, while the palate shows some appealing but straightforward flavors of sweet red fruits. Drink up.",Benchmark,83,15,South Australia,South Australia,,Shiraz,Grant Burge
51654,Australia,"The nose of grilled meats and vanilla with just a hint of tropical fruit is more than a bit unusual for the normally overtly fruity Sauvignon Blanc. The palate is simple and fullish, with a kiwi-infused finish.",Estate Grown,83,30,South Australia,Adelaide Hills,,Sauvignon Blanc,The Lane
51701,Australia,"Much of the region's fruit goes into regional blends, but this wine shows the voluptuous midpalate that characterizes so much of Langhorne Creek's fruit. Vanilla and berries predominate, accented by savory mocha, leather and briar shadings, and turning just a little warm on the finish. Drink now???2015 or so.",Lake Doctor Single Site,88,16,South Australia,Langhorne Creek,,Shiraz,Zonte's Footstep
51789,Australia,"This bold Victorian Shiraz shows promise in its spicy, savory aromas and intense plum and blueberry fruit. But for folks who are sensitive to elevated alcohol levels, the fun stops there, as this wine's opulent, creamy texture is dominated by alcoholic heat.",Reserve,86,40,Victoria,Pyrenees,,Shiraz,Syan
51991,Australia,"Lean in build, this is a lovely Riesling for drinking over the near term. It already displays some slightly developed notes of honey and toast alongside lime and crushed stone.",,88,30,Western Australia,Great Southern,,Riesling,Robert Oatley
52082,Australia,"A silky, lightweight Pinot Noir, this wine's aromas and flavors are dominated by tart berries (cherry, cranberry) and an intriguing herbal edge (wintergreen?). Too bad it fades fast on the finish; it's a rather pretty little wine.",Gulf Station,86,19,Victoria,Yarra Valley,,Pinot Noir,De Bortoli
52150,Australia,"Despite aromas that come across as being rather green???almost to the point of asparagus or green bean???this wine's flavors are much less so. And the cassis-tinged fruit is supple and rounded in the mouth as well, providing plenty of pleasure. Drink now; its evolution is uncertain.",,86,14,Western Australia,Margaret River,,Cabernet Sauvignon,Mandu
52168,Australia,"Smoky notes, touches of asphalt, baking spices and cola on the nose are intriguing, as are the bright red fruit flavors of cherry and raspberry. But there's little in the way of texture-thickening tannin and the finish is tart and sinewy.",Miller Vineyard,86,30,Victoria,Yarra Valley,,Shiraz,Giant Steps
52240,Australia,"Somewhat thick and pulpy in texture, with chunky apple, peach and musk melon fruit forming a fruit-cocktail of a Chardonnay. Simple, fruity and clean, with a citrusy note on the finish. Drink now.",Unoaked,85,19,South Australia,Padthaway,,Chardonnay,Jip Jip Rocks
52242,Australia,"Produced in association with Katnook Estate, this is an easy-drinking Cabernet with substantial oak influence. The cranberry and currant fruit is rather herbal and even peppery, but it's cushioned by cedar and vanilla, turning silky-textured on the finish.",,85,16,South Australia,Coonawarra,,Cabernet Sauvignon,Nick Faldo
52246,Australia,Looking for a medium-bodied Chardonnay with a citrusy edge? Look no further. Peach and lime scents ease into tropical fruit while retaining that zestiness on the finish. Drink now.,Y Series Unwooded,85,10,South Australia,South Australia,,Chardonnay,Yalumba
52297,Australia,"A decent value, the 2009 Tic Tok Shiraz is medium bodied and easy to drink. The blackberry fruit is easily accessible, accented by hints of vanilla, pepper and clove, while the texture is supple. Drink now.",Tic Tok,88,14,New South Wales,Mudgee,,Shiraz,James Oatley
52314,Australia,"A nice effort in drink-now Cabernet, with a soft, velvety texture that enhances the wine's prominent notes of cinnamon, clove, mocha and plum. Lingers nicely on the finish.",,88,13,Victoria,Central Victoria,,Cabernet Sauvignon,Four Sisters
52532,Australia,"Already developed, with hints of toast and marmalade on the nose and showing baked apple and citrus flavors on the palate. This plump, medium-bodied Riesling finishes with a touch of honeyed softness, suggesting it should be consumed over the next year.",The Lost Watch,85,18,South Australia,Adelaide,,Riesling,Wirra Wirra
52533,Australia,"Stridently herbal on the nose, with flavors that verge on vegetal, this is nonetheless cleanly made, with enough lemongrass and grapefruit aromas and flavors to merit recommendation. Drink it over the next six months or so.",Y Series,85,10,South Australia,South Australia,,Sauvignon Blanc,Yalumba
52607,Australia,"Yalumba has hit the mark with this medium-bodied, easy-to-drink Shiraz. Strawberry and raspberry fruit is framed by silky tannins and a savory delicacy that sets it apart from most Shiraz at this price point. Drink now.",Y Series,88,12,South Australia,South Australia,,Shiraz,Yalumba
52618,Australia,"This isn't a prototypically silky or delicate Pinot Noir; instead, it offers a slightly chunky take on the grape, with notes of chocolate and plum and just a hint of tea. It's a satisfying, medium-bodied red with supple tannins.",3 Trees,87,15,South Australia,South Australia,,Pinot Noir,3 Trees
52619,Australia,"Light, fresh and silky???just what might be expected from cool-climate Pinot Noir. A pleasant earthiness underscores prettily interwoven strands of herbs and cherries. It's exciting to see the burgeoning quality of the wines coming out of Tasmania.",,87,18,Tasmania,Tasmania,,Pinot Noir,42?òS
52686,Australia,"A decidedly earthy wine, with cola and coffee flavors accented by hints of vanilla and cherry. It's a bit chunky and lacking elegance, finishing with more coffee and dark fruit elements. Maybe it will improve with age, but it's a bit of a gamble. Imported by Lion Nathan USA.",No. 8,85,40,New South Wales,Orange,,Pinot Noir,Philip Shaw
52690,Australia,"A cooperative effort of six growers in the Hunter Valley, this is in the region's traditional savory, meaty-leathery style. Cola, earth and spice flavors are accented by hints of mint, while the mouthfeeel is full and slightly creamy. Pretty good, but could use more length on the finish. Imported by America Uncorked.",,85,20,New South Wales,Hunter Valley,,Shiraz,The Six Masters
52709,Australia,"This is a medium-bodied, somewhat chunky Pinot Noir, but does manage to combine plummy aromas with distinctively Pinot-like sous-bois character. The flavors turn tart and savory, ending on a pomegranate note.",Windy Peak,85,15,Victoria,Victoria,,Pinot Noir,De Bortoli
52758,Australia,"With its soft texture and obvious cherry, vanilla and herb notes, this is an accessible Cabernet for everyday drinking. Has plumpness without excessive weight, and a juicy, mouthwatering finish.",Deen De Bortoli Vat 9,85,13,Australia Other,South Eastern Australia,,Cabernet Sauvignon,De Bortoli
52852,Australia,"Smoky and pungent, with charred wood notes that impart a roasted quality to the dark, earthy flavors. A bit chunky and inelegant, but characterful.",Sexton Vineyard,84,30,Victoria,Yarra Valley,,Pinot Noir,Giant Steps
52856,Australia,"This taut, tangy Pinot Noir displays plenty of intensity but lacks any sense of elegance. Maraschino cherries lead the way, ending up a bit rough and warm on the finish.",The Feral Fox,84,35,South Australia,Adelaide,,Pinot Noir,D'Arenberg
52996,Australia,"Oddly confected on the nose, with cotton candy-like cherry aromas, but once past that, this isn't bad wine, even if it's not really varietally correct. It's round in the mouth but with crisp acids, giving it a hard-edged feel, while the flavors are less candied and more like black cherries and chocolate.",Single Vineyard,84,15,Western Australia,Pemberton,,Pinot Noir,Fonty's Pool
53009,Australia,"This is a tough wine to evaluate. On the one hand, there's plenty of concentration and ripeness, reflected in the wine's high-toned raspberry fruit, ample weight and rich, creamy texture. On the other hand, the alcohol is a bit elevated (16%) and there's almost 1.5% residual sugar, so it's sweet on the finish.",Limited Release Calliope,84,40,Victoria,Rutherglen,,Shiraz,R.L. Buller & Son
53067,Australia,"This is a slightly confected, fruit-forward, jammy wine that will undoubtedly please many consumers. Its medium weight and soft tannins will allow it to pair with a wide variety of foods, although it may lack the power to succeed with steak. Drink now.",,85,11,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Madison Ridge
53175,Australia,"This full-bodied, creamy-textured Shiraz packs quite an alcoholic punch (15.5%), but it is so well integrated that most drinkers won't notice it. There's a hint of mint to the aromas, but the primary scents are of plummy fruit, chocolate and a savory note of black olive. Long and fleshy on the finish. Drink now???2016.",Reserve,92,50,South Australia,Padthaway,,Shiraz,Henry's Drive Vignerons
53237,Australia,"This is a wine that may surprise, given several years in the cellar. For the moment, its bright berry fruit is a bit simple, tinged with green peppercorn, and the wine is reasonably full-bodied if not particularly lush. The balance is there, but will real complexity emerge over time?",,87,35,New South Wales,Tumbarumba,,Shiraz,Hungerford Hill
53448,Australia,"Effectively the third-tier effort from this producer (there's a regular bottling and a reserve in vintages that warrant them), the 2008 Little Yering is nonetheless a respectable Pinot Noir. It's undeniably herbal in tone, but matches those elements with modest cherry fruit, a slightly chunky texture and a tangy finish. Drink now.",Little Yering,84,13,Victoria,Yarra Valley,,Pinot Noir,Yering Station
53552,Australia,"Nutty and spicy, with plenty of toasty, buttery elements, this is a medium- to full-bodied Chardonnay with a lush midpalate and a reasonably long finish of citrus and wood spice. Drink now.",Craigmoor AC1 Vineyard,87,30,New South Wales,Mudgee,,Chardonnay,Robert Oatley
53564,Australia,"This is a full-bodied, chunky style of Pinot Noir despite its modest stated alcohol level of 13%. It's plummy and herbal, tinged with hints of beet greens and sous bois, while dark coffee notes and slightly drying tannins emerge on the finish. Worth holding to try in another 2???3 years.",Estate Grown,87,41,Victoria,Yarra Valley,,Pinot Noir,De Bortoli
53576,Australia,"At $15, this represents a decent value, just be aware that this is not a pretty, light-bodied Pinot Noir. It's more of a round, mouthfilling Pinot, with notes of coffee- and chocolate-tinged oak accenting cherry and earth.",,87,15,South Australia,Coonawarra,,Pinot Noir,Penley Estate
53604,Australia,"Light in body and seemingly a touch sweet, this is soft, easygoing sparkling wine with straightforward pineapple fruit that would be fine at large or informal gatherings or used in Bellinis or Mimosas. Imported by International Cellars.",Sparkling,83,9,Australia Other,South Eastern Australia,,Chardonnay,Banrock Station
53699,Australia,"This is jammy and almost bubble gum-like upfront, with candied cherry flavors and very little tannic structure. Still, the fruit is bold, balanced by crisp acids, and the wine would pair fine with pizza or burgers.",,84,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,McWilliam's Hanwood Estate
53735,Australia,"A disappointing effort from this stalwart Clare Valley producer, but still a good wine, with pretty aromas of crushed stone, mint and lime. The mint becomes more medicinal on the palate, veering toward camphor or menthol, while retaining a citrusy edge and decent length.",,84,17,South Australia,Clare Valley,,Riesling,Wakefield Estate
53755,Australia,"In the heat of the 2008 vintage, it may have been a mistake to further dry 20% of the grapes for this wine. The result has turned out chocolaty-ripe, but also with a touch of raisining evident, and while there's volume, there's also a certain lack of midpalate richness.",Jester,83,23,South Australia,McLaren Vale,,Cabernet Sauvignon,Mitolo
53771,Australia,"This wine's elevated alcohol level (16.2%) gives it plenty of fullness on the palate, and combined with jammy fruit and superripe tannins makes for a slightly sweet palate impression and a creamy texture. It does offer waves of raspberry and blueberry fruit topped by hints of cinnamon and vanilla as well as savory undercurrents of grilled meat and tapenade. Drink now and over the next few years for its exuberant fruit.",Samantha's Garden,91,60,South Australia,Clare Valley,,Shiraz,Two Hands
53784,Australia,"This Shiraz???from a cool region in the context of Australia???reflects its origins, displaying bright, red fruit aromas and hints of cracked pepper. Raspberry and cherry flavors are underscored by chocolate and coffee notes, and the texture is creamy without excessive weight. Finishes long, with echoes of fresh berries.",,91,41,South Australia,Adelaide Hills,,Shiraz,Shaw and Smith
53867,Australia,"A good value in easy-to-drink Cabernet, McWilliam's 2008 is plummy and chocolaty, with soft tannins and a velvety finish. A bit simple perhaps, but definitely satisfying. Drink now.",,87,11,Australia Other,South Eastern Australia,,Cabernet Sauvignon,McWilliam's Hanwood Estate
53886,Australia,"De Bortoli's 2006 Estate Grown Pinot Noir lacks the bright fruit and user-friendliness of its Gulf Station or Windy Peak bottlings. Maybe it's too serious for its own good? This medium-bodied wine features leather, mushroom and molasses, and rather crisp acids as well.",Estate Grown,82,41,Victoria,Yarra Valley,,Pinot Noir,De Bortoli
53892,Australia,"Aromas of sour cherry and cooked strawberries lead the way in this tart, herbal Pinot Noir. It's lean and crisp, failing to deliver much in the way of pleasure, although there's nothing technically wrong with it.",Sexton Vineyard,82,30,Victoria,Yarra Valley,,Pinot Noir,Giant Steps
54168,Australia,"Seems heavily extracted, with a dark, nearly impenetrable hue and dense, chocolaty aromas. This is full-bodied, mouth-filling Cabernet, but a hint of raisining creeps in and the finish turns a little tart.",Menzies The Cigar,87,25,South Australia,Coonawarra,,Cabernet Sauvignon,Yalumba
54302,Australia,"Low in intensity and slightly herbaceous, with cherry and cassis flavors that pick up tobacco inflections on the finish. Drink now.",,84,9,Australia Other,Central Ranges,,Cabernet Sauvignon,Block 50
54372,Australia,"This amply endowed, creamy-textured Cab may not make old bones, but it offers a delicious mouthful of rich cassis fruit, accented by hints of mint, tobacco and dark chocolate. It's silky enough to drink now, with a long, slightly warm finish.",,90,30,South Australia,Barossa Valley,,Cabernet Sauvignon,Kaesler
54473,Australia,"Cedar and cassis come together nicely in this easy-drinking Cabernet. It's a bit warm, with tannins supple enough for tonight, but manages to linger for a good long time on the finish.",Vision,87,12,New South Wales,Riverina,,Cabernet Sauvignon,Nugan Family Estates
54497,Australia,"Like the 2003, this is a big, no-holds-barred Shiraz. The 2005 is packed with cassis and blueberry fruit, framed by chocolate and vanilla notes and finishes with plenty of spicy complexity and some slightly rough tannins. Drink 2010???2020.",Reserve,92,30,Victoria,Bendigo,,Shiraz,Passing Clouds
54752,Australia,"Flavorful, but somewhat chunky and direct, Yabby Lake's 2008 Chardonnay features notes of vanilla, citrus and pear, with only a hint of butter, while the finish of this medium-bodied wine turns crisp and blatantly oaky.",,87,37,Victoria,Mornington Peninsula,,Chardonnay,Yabby Lake Vineyard
54761,Australia,"This medium-bodied, slightly viscous Chardonnay displays restrained alcohol (12.8%) and little obvious oak influence. Tropical fruit notes are edged with grapefruit and lime, leaving a fresh impression on the finish. Drink now.",Tic Tok,86,14,New South Wales,Mudgee,,Chardonnay,James Oatley
54774,Australia,"Plantagenet's 2008 Chardonnay is an ambitiously worked effort filled with toasty, nutty notes and hints of vanilla, sweet corn and tropical fruit. Drink this medium-bodied yet round wine over the next year or two.",,86,20,Western Australia,Great Southern,,Chardonnay,Plantagenet
54805,Australia,"Really nicely done, with bold cassis aromas tinged with hints of tomato leaf and vanilla and then waves of cassis, vanilla and dried spices on the palate. It's full bodied and lushly textured, with a long, velvety feel to the finish. Best from 2010???2020.",Phoenix,91,20,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
55059,Australia,"Rather sturdily built for Pinot Noir, with medium body, a slightly syrupy mouthfeel and some dusty tannins on the finish. Smoke, cherry and graham cracker notes are likeable but a bit simple.",Red Claw,86,28,Victoria,Mornington Peninsula,,Pinot Noir,Yabby Lake Vineyard
55061,Australia,"This is a slightly heavyhanded, throwback style of Chardonnay, with copious notes of buttered popcorn and a weighty, viscous mouthfeel. There's enough crispness on the finish to provide a sense of balance. Drink now.",Aradia,86,20,South Australia,Coonawarra,,Chardonnay,Penley Estate
55094,Australia,"This mature, ready-to-drink example of Coonawarra Cab offers complex aromas and flavors of leather, cedar and black cherry, plus hints of mint and roasted beef. The tannins are smooth, the mouthfeel moderately rich and the finish long and mouthwatering. Drink now-2015.",,91,30,South Australia,Coonawarra,,Cabernet Sauvignon,Leconfield
55206,Australia,"This has a lovely, velvety texture, but the aromas and flavors are marred by hints of vinyl and pickle brine. A shame.",Hell Hole,82,36,New South Wales,Hunter Valley,,Shiraz,Meerea Park
55266,Australia,"Like all of the 2006 Garden offerings from Two Hands, this one is full-bodied, creamy and makes a slightly sweet impression on the palate because of its combination of high alcohol (15.2%) and superripe fruit. Cedary, spicy oak accents raspberry and cassis flavors, which persist on the long finish. Drink now???2011.",Harry & Edward's Garden,90,60,South Australia,Langhorne Creek,,Shiraz,Two Hands
55360,Australia,"This wine displays plenty of weight and an unctuous texture alongside aromas and flavors of toasted nuts. There's also a strange herbal note, elements that are decidedly egg-like, and a long, honeyed finish. File it under ??úintriguing,??ù and drink it over the next several months.",French Oak,86,17,New South Wales,Hunter Valley,,Chardonnay,Ozzie-Ba-Ru
55388,Australia,"Water Wheel's 2005 Shiraz is a full-bodied, creamy-textured effort filled with the scents and flavors of dark plums, vanilla and coffee. It's delicious now, but should evolve through 2020, thanks to its concentrated fruit and ample tannins.",,90,17,Victoria,Bendigo,,Shiraz,Water Wheel
55397,Australia,"This wine boasts a heavy wooden overlay, but the final result is a full-bodied, lushly textured Shiraz powered by caramel, vanilla, leather, cedar and baking spices. There's sufficient length and tannin on the finish to think it might even improve over the next 10 years or so.",,90,25,Victoria,Pyrenees,,Shiraz,Syan
55671,Australia,"Fresh and light-bodied in style, with ripe tropical fruit and citrus taking center stage. It's a well-made, fruit-driven white at an affordable price.",Promised Land Unwooded,86,12,South Australia,South Australia,,Chardonnay,Wakefield Estate
55696,Australia,"Featuring tobacco, cassis and lesser quantities of mint and cocoa, d'Arenberg's The High Trellis Cabernet is a full-bodied wine that offers plenty of flavor interest and depth at a reasonable price. It does show some slightly chewy, dusty tannins on the finish, but the fruit ultimately wins through, suggesting it will be at its best from 2010???2020.",The High Trellis,90,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
55968,Australia,"Made in a rather delicate style, this wine's cherry, cranberry and herb-inflected shadings are framed by silky tannins. The fruit is fresh and mouthwatering, picking up hints of tea on the finish. Drink now.",,86,30,Victoria,Mornington Peninsula,,Pinot Noir,Robert Oatley
55986,Australia,"One criticism sometimes leveled at botrytis wines is that they're less reflective of their origins. But this Riesling, despite being sweet and concentrated, still shows the crisp lime and mineral notes characteristic of Eden Valley. Poured over that foundation are layers of honey, dried apricot and ripe peaches, but the strident citrus emerges again on the finish.",Botrytis,89,15,South Australia,Eden Valley,,Riesling,Heggies Vineyard
55992,Australia,"Youthfully inexpressive on the nose, with just a hint of graham cracker showing at the moment. But in the mouth, there's plenty of weight and the fruit shines, blasting forth in cassis-laden glory. Try in 2010.",,89,22,South Australia,McLaren Vale,,Cabernet Sauvignon,Shingleback
56063,Australia,"For consumers used to Barossa-style Shiraz, this will prove an interesting diversion. The aromas and flavors are crisper and spicier, ranging from floral notes and blueberry to star anise and stone fruit. It's round in the mouth and lushly textured, yet not unstructured, suggesting 10 or more years of ageability, although it is delicious now.",Reserve,92,35,Victoria,Bendigo,,Shiraz,Passing Clouds
56221,Australia,"On the light side, with herbal, tea-like notes accenting tart cherry fruit.",White Label,82,14,Western Australia,Western Australia,,Shiraz,Alkoomi
56223,Australia,"A bit warm and raisiny, with aromas and flavors of cooked, jammy fruit, soft tannins and a short finish.",Masterpeace,82,9,Australia Other,South Eastern Australia,,Shiraz,Andrew Peace
56239,Australia,"A soft, earthy red powered by modest cherry fruit and ending on a chocolaty note.",,82,7,Australia Other,South Eastern Australia,,Pinot Noir,Alice White
